"PRODUCT_ID","PRODUCT_NAME","DESCRIPTION","STANDARD_COST","LIST_PRICE","CATEGORY_ID"
103,"EVGA 11G-P4-6598-KR","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:156GHz",66354,80999,2
86,"MSI GTX 1080 TI SEA HAWK X","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:157GHz",69132,80498,2
3,"Corsair CB-9060011-WW","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:157GHz",57351,79999,2
174,"MSI GTX 1080 TI AERO 11G OC","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:151GHz",71572,79826,2
175,"NVIDIA VCQM4000-PB","Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",68209,790,2
58,"Gigabyte GV-N108TAORUS X-11GD","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:161GHz",68835,78498,2
270,"Gigabyte GV-N1070WF2OC-8GD","Chipset:GeForce GTX 1070,Memory:8GBCore Clock:156GHz",55162,76999,2
223,"MSI GeForce GTX 1080 TI ARMOR 11G OC","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:148GHz",64419,76498,2
90,"EVGA 11G-P4-6696-KR","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:156GHz",59446,75999,2
220,"MSI GeForce GTX 1080 Ti GAMING X 11G","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:157GHz",66659,75999,2
221,"Zotac ZT-P10810C-10P","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:165GHz",53503,75999,2
269,"Zotac ZT-P10810D-10P","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:157GHz",5801,75999,2
87,"PNY VCGGTX1080T11XGPB-OC","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:153GHz",60092,75999,2
222,"Zotac ZT-P10810G-10P","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:151GHz",59825,75498,2
88,"Gigabyte GV-N98TWF3OC-6GD","Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:106GHz",63329,74999,2
89,"PNY VCGGTX780T3XPB-OC","Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz",59212,74999,2
236,"MSI GTX 980 Ti Gaming 6G","Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:118GHz",53998,74532,2
237,"Gigabyte GV-N108TAORUS-11GD","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:159GHz",6053,74498,2
238,"EVGA 06G-P4-4998-KR","Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:119GHz",52103,74178,2
239,"MSI GTX 1080 Ti DUKE 11G OC","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:153GHz",55507,73999,2
244,"Crucial","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",113923,162099,5
261,"GSkill TridentZ RGB","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",133026,150499,5
262,"Corsair Dominator Platinum","Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",105197,144999,5
265,"GSkill Trident Z","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",116349,143199,5
266,"GSkill Trident Z RGB","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",117436,141899,5
279,"GSkill Ripjaws V Series","Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",113987,131899,5
35,"Corsair Dominator Platinum","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",113168,131499,5
36,"Corsair Vengeance LPX","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",91298,129999,5
37,"Corsair Dominator Platinum","Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",106866,126499,5
38,"Corsair Vengeance LPX","Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",101951,119999,5
65,"Corsair Dominator Platinum","Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",100247,119999,5
276,"Corsair Vengeance LPX","Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",86752,116399,5
196,"Corsair Vengeance LPX","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",82191,109999,5
272,"GSkill Ripjaws 4 Series","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",83406,107399,5
195,"GSkill Ripjaws 4 Series","Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",83603,105599,5
67,"Kingston HyperX Beast","Speed:DDR3-1866,Type:240-pin DIMM,CAS:10Module:8x8GBSize:64GB",70891,86305,5
10,"Crucial","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:2x16GBSize:32GB",58033,81199,5
112,"Corsair Vengeance Pro","Speed:DDR3-2133,Type:240-pin DIMM,CAS:11Module:8x8GBSize:64GB",59625,80892,5
282,"Corsair Dominator Platinum","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",7005,80499,5
197,"GSkill Trident Z RGB","Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",62247,79999,5
18,"Crucial","Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB",60404,799,5
125,"GSkill Trident Z","Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",59404,76899,5
68,"Crucial","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",59013,76611,5
283,"GSkill Trident Z","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",64783,76099,5
277,"GSkill Trident Z","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",5568,75899,5
21,"Corsair Dominator Platinum","Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",60989,74999,5
128,"Kingston","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",65048,74163,5
129,"Corsair Vengeance LPX","Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",60953,73499,5
116,"GSkill Trident Z","Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",56539,73199,5
15,"GSkill Trident Z","Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",60156,72599,5
122,"GSkill Trident Z","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",53227,72299,5
121,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",60322,72199,5
20,"Corsair Dominator Platinum","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",61653,71999,5
127,"Corsair Dominator Platinum","Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",53855,71999,5
109,"GSkill Trident Z","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",58526,71399,5
202,"GSkill Trident Z","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",53321,71399,5
113,"GSkill Trident Z","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",58021,70499,5
13,"GSkill Ripjaws V Series","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",61863,70499,5
14,"GSkill Ripjaws V Series","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",63365,70499,5
115,"Corsair Vengeance LPX","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",56573,69999,5
118,"Corsair Dominator Platinum","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",57846,69989,5
17,"Corsair Vengeance LPX","Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",59542,69901,5
117,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",61762,69599,5
77,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",57725,69599,5
78,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",51778,68699,5
204,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",54664,68699,5
7,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",6024,68099,5
278,"GSkill Ripjaws V Series","Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",54605,67799,5
203,"Kingston","Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",55684,67138,5
79,"Corsair Dominator Platinum","Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",53763,65999,5
201,"Kingston","Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",56698,6535,5
205,"GSkill Trident X","Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",50732,64999,5
29,"Corsair Vengeance LPX","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",5717,64599,5
138,"GSkill Ripjaws V Series","Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",49909,64599,5
30,"GSkill Ripjaws V Series","Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",45254,6452,5
107,"Kingston","Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",47418,644,5
126,"GSkill Ripjaws V Series","Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",51093,64099,5
1,"GSkill Ripjaws V Series","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",45036,64099,5
101,"Kingston HyperX Predator","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",47178,63599,5
190,"Supermicro X10SDV-8C-TLN4F","CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",66429,94899,4
62,"Intel DP35DPM","CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",62622,78979,4
189,"Asus X99-E-10G WS","CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",58202,649,4
191,"Asus ROG MAXIMUS IX EXTREME","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",48089,57399,4
63,"Asus RAMPAGE V EXTREME","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459,57296,4
193,"Asus Z10PE-D8 WS","CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",50414,56159,4
271,"MSI X99A GODLIKE GAMING CARBON","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415,54959,4
64,"Supermicro H8DG6-F","CPU:G34 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:512GB",41664,52599,4
192,"Asus Rampage V Edition 10","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",4525,51999,4
225,"Gigabyte GA-Z270X-Gaming 9","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",38005,50398,4
252,"Gigabyte X299 AORUS Gaming 9","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",39524,49999,4
274,"ASRock E3C224D4M-16RE","CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",36479,49999,4
61,"Asus PRIME X299-DELUXE","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",40992,4873,4
188,"Asus X99-E WS/USB 31","CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",42889,48249,4
28,"Supermicro X9SRH-7TF","CPU:LGA2011,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",41164,47999,4
137,"Asus Z10PE-D16 WS","CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",33252,46999,4
32,"ASRock X99 Extreme11","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",38055,46999,4
31,"Supermicro MBD-X10DAX","CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:",38524,44372,4
84,"Asus X99-DELUXE/U31","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",33238,4403,4
141,"Supermicro X11SSL-CF","CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,Max RAM:64GB",31781,41999,4
34,"Asus KGPE-D16","CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",36072,41798,4
143,"Asus Z10PE-D16","CPU:LGA2011-3 Narrow x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",2933,40299,4
217,"ASRock C2750D4I","CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",33955,40198,4
66,"Gigabyte X299 AORUS Gaming 7","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",28391,39999,4
275,"MSI X99A GODLIKE GAMING","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",30295,39999,4
194,"MSI X299 GAMING M7 ACK","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",27871,39742,4
156,"Supermicro MBD-X10DRI-O","CPU:LGA2011-3 Narrow x 2,Form Factor:EATX,RAM Slots:16,Max RAM:1TB",29134,39499,4
157,"Asus MAXIMUS IX FORMULA","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",33912,38899,4
170,"Asus X99-DELUXE II","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",28933,38398,4
171,"ASRock Fatal1ty X299 Professional Gaming i9","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",2875,38298,4
172,"ASRock EP2C612 WS","CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:",30884,35849,4
173,"ASRock Z270 SuperCarrier","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",26435,35398,4
187,"Asus MAXIMUS VIII EXTREME/ASSEMBLY","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",25341,35398,4
224,"Asus STRIX X299-E GAMING","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",306,34999,4
246,"Gigabyte X299 AORUS Ultra Gaming","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",28778,34399,4
247,"Asus TUF X299 MARK 1","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",24115,33999,4
250,"Asus Z170-WS","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",2794,33899,4
251,"MSI X299 GAMING PRO CARBON AC","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",2388,33781,4
287,"MSI X99A XPOWER GAMING TITANIUM","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",25723,32999,4
288,"Asus ROG STRIX X99 GAMING","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",25586,31999,4
179,"Asus SABERTOOTH X99","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",25257,31267,4
226,"Asus PRIME X299-A","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",27456,30985,4
227,"Gigabyte GA-X99-UD5 WIFI","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",21783,305,4
39,"ASRock EP2C602-4L/D16","CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",22547,30199,4
40,"MSI Z170A KRAIT GAMING 3X","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",2454,29989,4
41,"MSI Z170 Krait Gaming","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",23158,29989,4
42,"MSI Z170A KRAIT GAMING","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",2624,29989,4
