2023-03-09 11:23:23,502 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@441772e: startup date [Thu Mar 09 11:23:23 CST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-03-09 11:27:15,007 | INFO  | Listening for connections at ws://LAPTOP-D4AQ8PCR:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2023-03-09 11:27:15,010 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-03-09 11:27:15,011 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:LAPTOP-D4AQ8PCR-2985-1678332434507-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-09 11:27:15,013 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-09 11:27:15,022 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: E:\SoftwareForStudy\Middleware\apache-activemq-5.15.0-bin\apache-activemq-5.15.0\bin\win64\..\..\data\kahadb only has 35383 mb of usable space. - resetting to maximum available disk space: 35383 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-09 11:27:15,034 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: E:\SoftwareForStudy\Middleware\apache-activemq-5.15.0-bin\apache-activemq-5.15.0\bin\win64\..\..\data only has 35383 mb of usable space. - resetting to maximum available disk space: 35383 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-09 11:27:15,675 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2023-03-09 11:27:16,085 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-03-09 11:27:16,086 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-03-09 11:27:16,233 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2023-03-09 11:27:16,509 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2023-03-09 11:27:16,761 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2023-03-09 11:30:34,296 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@17daeed8[p=1,l=360,c=16384,r=359]={\x00<<<\x00\x01d\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.16.4>>> no-cors\r\nSec-Fet...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1706147155-60
2023-03-09 11:30:34,299 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@26f87df1{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp1706147155-60
2023-03-09 11:32:32,891 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@68dd6f17[p=1,l=360,c=16384,r=359]={\x00<<<\x00\x01d\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.16.4>>>de: no-cors\r\nSec-...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1706147155-71
2023-03-09 11:32:32,893 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@9b58de9{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp1706147155-71
2023-03-09 11:35:10,608 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8143 failed: java.io.IOException: Frame size of 352 MB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8143@61616
2023-03-09 11:35:10,608 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8147 failed: java.io.IOException: Frame size of 352 MB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8147@61616
2023-03-09 11:35:10,608 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8145 failed: java.io.IOException: Frame size of 352 MB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8145@61616
2023-03-09 11:35:10,608 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8144 failed: java.io.IOException: Frame size of 352 MB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8144@61616
2023-03-09 11:35:10,608 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8146 failed: java.io.IOException: Frame size of 352 MB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8146@61616
2023-03-09 11:35:10,608 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8142 failed: java.io.IOException: Frame size of 352 MB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8142@61616
2023-03-09 11:35:36,568 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8176 failed: java.io.IOException: Frame size of 1 GB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///0:0:0:0:0:0:0:1:8176@61616
2023-03-09 11:36:06,567 | WARN  | Transport Connection to: tcp://0:0:0:0:0:0:0:1:8177 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive (no connection attempt made) for too (>30000) long: tcp://0:0:0:0:0:0:0:1:8177 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker
2023-03-09 11:49:36,962 | WARN  | Transport Connection to: tcp://127.0.0.1:3204 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:3204@61616
2023-03-10 19:47:09,543 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6da53791: startup date [Fri Mar 10 19:47:09 CST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2023-03-10 19:47:10,280 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[E:\学习资料\【计算机】中间件技术\作业\实验一\step4\apache-activemq-5.15.0\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-10 19:47:10,333 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2023-03-10 19:47:10,353 | INFO  | Recovering from the journal @1:3596 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2023-03-10 19:47:10,369 | INFO  | Recovery replayed 516 operations from the journal in 0.029 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2023-03-10 19:47:10,380 | INFO  | PListStore:[E:\学习资料\【计算机】中间件技术\作业\实验一\step4\apache-activemq-5.15.0\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2023-03-10 19:47:10,515 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:LAPTOP-D4AQ8PCR-1792-1678448830390-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-10 19:47:10,555 | INFO  | Listening for connections at: tcp://LAPTOP-D4AQ8PCR:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-03-10 19:47:10,556 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-03-10 19:47:10,560 | INFO  | Listening for connections at: amqp://LAPTOP-D4AQ8PCR:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-03-10 19:47:10,562 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-03-10 19:47:10,566 | INFO  | Listening for connections at: stomp://LAPTOP-D4AQ8PCR:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-03-10 19:47:10,567 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-03-10 19:47:10,571 | INFO  | Listening for connections at: mqtt://LAPTOP-D4AQ8PCR:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-03-10 19:47:10,572 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-03-10 19:47:10,651 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@54c5431a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2023-03-10 19:47:10,717 | INFO  | Listening for connections at ws://LAPTOP-D4AQ8PCR:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2023-03-10 19:47:10,719 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-03-10 19:47:10,719 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:LAPTOP-D4AQ8PCR-1792-1678448830390-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-10 19:47:10,720 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-10 19:47:10,726 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: E:\学习资料\【计算机】中间件技术\作业\实验一\step4\apache-activemq-5.15.0\bin\win64\..\..\data\kahadb only has 35268 mb of usable space. - resetting to maximum available disk space: 35268 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-10 19:47:10,731 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: E:\学习资料\【计算机】中间件技术\作业\实验一\step4\apache-activemq-5.15.0\bin\win64\..\..\data only has 35268 mb of usable space. - resetting to maximum available disk space: 35268 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-03-10 19:47:11,313 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2023-03-10 19:47:11,465 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-03-10 19:47:11,466 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-03-10 19:47:11,590 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2023-03-10 19:47:11,728 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2023-03-10 19:47:11,909 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2023-03-10 20:34:26,323 | WARN  | Transport Connection to: tcp://127.0.0.1:1817 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:1817@61616
2023-03-10 20:37:56,846 | WARN  | Transport Connection to: tcp://127.0.0.1:26899 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:26899@61616
2023-03-10 20:41:10,877 | WARN  | Transport Connection to: tcp://127.0.0.1:27138 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:27138@61616
2023-03-10 20:42:00,090 | WARN  | Transport Connection to: tcp://127.0.0.1:27182 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:27182@61616
2023-03-10 20:53:44,048 | WARN  | Transport Connection to: tcp://127.0.0.1:1419 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:1419@61616
2023-03-10 20:54:24,079 | WARN  | Transport Connection to: tcp://127.0.0.1:1478 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:1478@61616
2023-03-10 20:55:28,434 | WARN  | Transport Connection to: tcp://127.0.0.1:1509 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:1509@61616
2023-03-10 21:10:08,637 | WARN  | Transport Connection to: tcp://127.0.0.1:1801 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:1801@61616
2023-03-10 21:12:19,595 | WARN  | Transport Connection to: tcp://127.0.0.1:1974 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:1974@61616
2023-03-10 21:23:55,497 | WARN  | Transport Connection to: tcp://127.0.0.1:2100 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:2100@61616
2023-03-10 21:49:29,746 | WARN  | Transport Connection to: tcp://127.0.0.1:2558 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:2558@61616
2023-03-10 23:19:42,349 | WARN  | Transport Connection to: tcp://127.0.0.1:26176 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:26176@61616
2023-03-10 23:47:26,631 | WARN  | Transport Connection to: tcp://127.0.0.1:29220 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:29220@61616
2023-03-10 23:50:25,648 | WARN  | Transport Connection to: tcp://127.0.0.1:30049 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:30049@61616
2023-03-10 23:53:14,415 | WARN  | Transport Connection to: tcp://127.0.0.1:30438 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:30438@61616
2023-03-11 13:05:40,580 | WARN  | Transport Connection to: tcp://127.0.0.1:30761 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:30761@61616
2023-03-11 16:16:08,708 | WARN  | Transport Connection to: tcp://127.0.0.1:4661 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4661@61616
2024-03-10 17:42:47,210 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@57fffcd7: startup date [Sun Mar 10 17:42:47 CST 2024]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2024-03-10 17:42:47,748 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[E:\大三下\中间件技术\实验\中间件01_22920212204392_黄勖\step4\apache-activemq-5.15.0\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2024-03-10 17:42:47,810 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-03-10 17:42:47,829 | INFO  | Recovering from the journal @1:1236609 | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-03-10 17:42:47,839 | INFO  | Recovery replayed 303 operations from the journal in 0.02 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-03-10 17:42:47,873 | INFO  | PListStore:[E:\大三下\中间件技术\实验\中间件01_22920212204392_黄勖\step4\apache-activemq-5.15.0\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2024-03-10 17:42:48,005 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:maoli-61418-1710063767881-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2024-03-10 17:42:48,058 | INFO  | Listening for connections at: tcp://maoli:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-03-10 17:42:48,059 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2024-03-10 17:42:48,063 | INFO  | Listening for connections at: amqp://maoli:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-03-10 17:42:48,064 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2024-03-10 17:42:48,067 | INFO  | Listening for connections at: stomp://maoli:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-03-10 17:42:48,068 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-03-10 17:42:48,071 | INFO  | Listening for connections at: mqtt://maoli:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-03-10 17:42:48,073 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-03-10 17:42:48,142 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6c2c1385{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2024-03-10 17:42:48,170 | INFO  | Listening for connections at ws://maoli:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-03-10 17:42:48,171 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-03-10 17:42:48,172 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:maoli-61418-1710063767881-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-03-10 17:42:48,173 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-03-10 17:42:48,177 | WARN  | Store limit is 102400 mb (current store usage is 1 mb). The data directory: E:\大三下\中间件技术\实验\中间件01_22920212204392_黄勖\step4\apache-activemq-5.15.0\bin\..\data\kahadb only has 26722 mb of usable space. - resetting to maximum available disk space: 26722 mb | org.apache.activemq.broker.BrokerService | main
2024-03-10 17:42:48,182 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: E:\大三下\中间件技术\实验\中间件01_22920212204392_黄勖\step4\apache-activemq-5.15.0\bin\..\data only has 26721 mb of usable space. - resetting to maximum available disk space: 26721 mb | org.apache.activemq.broker.BrokerService | main
2024-03-10 17:42:48,521 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2024-03-10 17:42:48,594 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2024-03-10 17:42:48,594 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2024-03-10 17:42:48,638 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2024-03-10 17:42:48,751 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2024-03-10 17:42:48,985 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
